task_id,M0,rhoh0,FeH,rg,tend,seed,rantala_imbh_seed,chattopadhyay_seed,galpy_potential,M_vir,c_halo,clumps_seed,n_clumps
134,10000000.0,4168693.834703355,-1.7,26.25,3000,34,False,False,True,1000000000.0,7,False,15
135,10000000.0,4168693.834703355,-1.7,26.25,3000,35,False,False,True,1000000000.0,7,False,15
136,10000000.0,4168693.834703355,-1.7,26.25,3000,36,False,False,True,1000000000.0,7,False,15
137,10000000.0,4168693.834703355,-1.7,26.25,3000,37,False,False,True,1000000000.0,7,False,15
138,10000000.0,4168693.834703355,-1.7,26.25,3000,38,False,False,True,1000000000.0,7,False,15
139,10000000.0,4168693.834703355,-1.7,26.25,3000,39,False,False,True,1000000000.0,7,False,15
140,10000000.0,4168693.834703355,-1.7,26.25,3000,40,False,False,True,1000000000.0,7,False,15
141,10000000.0,4168693.834703355,-1.7,26.25,3000,41,False,False,True,1000000000.0,7,False,15
142,10000000.0,4168693.834703355,-1.7,26.25,3000,42,False,False,True,1000000000.0,7,False,15
143,10000000.0,4168693.834703355,-1.7,26.25,3000,43,False,False,True,1000000000.0,7,False,15
144,10000000.0,4168693.834703355,-1.7,26.25,3000,44,False,False,True,1000000000.0,7,False,15
145,10000000.0,4168693.834703355,-1.7,26.25,3000,45,False,False,True,1000000000.0,7,False,15
146,10000000.0,4168693.834703355,-1.7,26.25,3000,46,False,False,True,1000000000.0,7,False,15
147,10000000.0,4168693.834703355,-1.7,26.25,3000,47,False,False,True,1000000000.0,7,False,15
148,10000000.0,4168693.834703355,-1.7,26.25,3000,48,False,False,True,1000000000.0,7,False,15
149,10000000.0,4168693.834703355,-1.7,26.25,3000,49,False,False,True,1000000000.0,7,False,15
150,10000000.0,4168693.834703355,-1.7,26.25,3000,50,False,False,True,1000000000.0,7,False,15
151,10000000.0,4168693.834703355,-1.7,26.25,3000,51,False,False,True,1000000000.0,7,False,15
152,10000000.0,4168693.834703355,-1.7,26.25,3000,52,False,False,True,1000000000.0,7,False,15
153,10000000.0,4168693.834703355,-1.7,26.25,3000,53,False,False,True,1000000000.0,7,False,15
154,10000000.0,4168693.834703355,-1.7,26.25,3000,54,False,False,True,1000000000.0,7,False,15
155,10000000.0,4168693.834703355,-1.7,26.25,3000,55,False,False,True,1000000000.0,7,False,15
156,10000000.0,4168693.834703355,-1.7,26.25,3000,56,False,False,True,1000000000.0,7,False,15
157,10000000.0,4168693.834703355,-1.7,26.25,3000,57,False,False,True,1000000000.0,7,False,15
158,10000000.0,4168693.834703355,-1.7,26.25,3000,58,False,False,True,1000000000.0,7,False,15
159,10000000.0,4168693.834703355,-1.7,26.25,3000,59,False,False,True,1000000000.0,7,False,15
160,10000000.0,4168693.834703355,-1.7,26.25,3000,60,False,False,True,1000000000.0,7,False,15
161,10000000.0,4168693.834703355,-1.7,26.25,3000,61,False,False,True,1000000000.0,7,False,15
162,10000000.0,4168693.834703355,-1.7,26.25,3000,62,False,False,True,1000000000.0,7,False,15
163,10000000.0,4168693.834703355,-1.7,26.25,3000,63,False,False,True,1000000000.0,7,False,15
164,10000000.0,4168693.834703355,-1.7,26.25,3000,64,False,False,True,1000000000.0,7,False,15
165,10000000.0,4168693.834703355,-1.7,26.25,3000,65,False,False,True,1000000000.0,7,False,15
166,10000000.0,4168693.834703355,-1.7,26.25,3000,66,False,False,True,1000000000.0,7,False,15
